312517985408315, 290548088257060, 296599016519223 @ -16, -7, -15
329206006180405, 465297272117326, 329539478467425 @ 81, -250, -36
491750578618771, 219058917752143, 382506990457967 @ -195, 53, -122
506683935069693, 158916100275287, 246902236578177 @ -113, 67, 48
151549543001781, 344435773840822, 296991078628969 @ 67, 389, -187
235557998522017, 321964389901562, 271163767604861 @ -15, 34, 34
299272558039531, 149700213390592, 165371075120864 @ -67, 330, 247
459743915689413, 162953109666630, 187413747704885 @ -49, 52, 106
433134806884309, 199063473566254, 305615144634401 @ -119, 80, -21
307405970477121, 160331718018222, 387375138521625 @ -122, 360, -234
333602297455960, 293792097195496, 240151122337865 @ -24, -26, 72
176590113420115, 381749278319818, 284603588211611 @ -36, -62, -33
226094193088270, 301366315973965, 354589544664788 @ 34, 69, -183
147905489391871, 362355193796552, 288464535409751 @ 105, 202, -98
271183230504460, 308484131466202, 294976227619136 @ 14, -12, -17
318950717633323, 545802384484064, 313517404377953 @ -222, -575, -80
190000345335629, 189005827883670, 210560062296721 @ 172, 199, 138
436474930783324, 210464616452320, 276086247891411 @ -138, 74, 18
288268113493498, 195718807563344, 129595634917698 @ -102, 310, 375
275012030068791, 289467689969894, 260589096755348 @ 101, -48, 37
347307361485805, 290357190262726, 330180327328925 @ -189, 52, -98
355337406170223, 380563959030335, 462839159983350 @ -235, -141, -409
299692548093649, 300089332275322, 280434518438660 @ -13, -12, 11
484643556290230, 406481215360941, 246820012848275 @ -66, -191, 46
410959735997953, 208437500470164, 241486544861799 @ -39, 33, 57
315123134789593, 224514751036730, 364380699268586 @ -45, 124, -137
367788463417137, 147764592551461, 451426002684978 @ 11, 101, -181
283236319590817, 384348138597130, 325588334351549 @ -107, -146, -106
291197472187954, 352162828294865, 181491596339211 @ -84, -77, 234
487126853294185, 328551053150006, 312930067997085 @ -63, -116, -18
196446765121895, 354352010812492, 243295822392961 @ -56, 47, 192
446097756745933, 428575844659827, 466258963962228 @ -33, -213, -171
315810069550920, 301391385215701, 346983970798730 @ -32, -19, -101
153576159689732, 368141087072675, 277016704405452 @ -14, 225, 23
248519401604517, 208742744410044, 346702810599828 @ -89, 414, -201
177807773094997, 473309654383774, 333118566561097 @ -57, -718, -385
235379159571397, 524853687255550, 296770878633581 @ -149, -700, -63
252496466338445, 316268417104006, 328233344011825 @ -32, 29, -114
318504418449505, 296943305448042, 306263018562751 @ -21, -20, -30
448002452427631, 272905976868756, 184605416267500 @ -147, -14, 141
342311588275999, 327260590123916, 267378371474153 @ 30, -99, 28
326059099553132, 51475499957580, 80894146756705 @ -38, 382, 336
381075121154305, 419174876404726, 272966164862825 @ -48, -210, 22
204921625551765, 401613185519756, 335602047376410 @ -169, -198, -337
131246724405205, 135599833108959, 115794347091530 @ 279, 85, 181
263332012539515, 30249010366001, 94961685604020 @ 109, 291, 251
216392856374539, 231064133640242, 232548012302977 @ -54, 474, 192
188696026455589, 170647504461016, 271880833124495 @ 127, 421, 31
160765492960771, 371139965278500, 282267783555615 @ 60, 25, -19
177505890565885, 361793568366406, 325023489646105 @ -102, 125, -375
320342019386770, 136892884476346, 370940093337602 @ 34, 156, -105
175783549096631, 233395490902839, 361605587757429 @ 137, 345, -252
275820905903560, 269810748635281, 276864986448320 @ 68, 5, 17
257686260819440, 315850755605261, 99135490324910 @ 26, -17, 373
301275487118755, 205855897060398, 271504705023921 @ -171, 328, 32
155344836961513, 219992536719340, 264083579831747 @ 211, 322, 54
332731172782534, 423926591945749, 318576417287330 @ 58, -211, -29
234204521634205, 335182845442006, 285198465651065 @ -71, 34, -10
408308563035989, 246739629666974, 260701817090753 @ -17, -21, 34
418836050102305, 329011231910746, 411758524134605 @ -36, -107, -131
231116439178189, 333691320729241, 291954457927190 @ -33, 21, -29
227154172375189, 139846945440130, 289110444889007 @ 55, 422, -11
222513944790897, 360863629972040, 276472212846731 @ 25, -77, 19
343078933892565, 217740379584046, 294246306880545 @ -127, 164, -16
243684834855157, 152707452857582, 374779262821569 @ 72, 270, -163
322842587790719, 214746022331596, 281944572678990 @ 61, 26, 11
330564774464125, 519027032158466, 333960941027225 @ -39, -375, -74
189916006045275, 187137004407166, 66180020480455 @ 206, 80, 279
349930771017589, 293006099977906, 294761416551933 @ -153, 26, -18
137988352521694, 10222593564418, 135975981696356 @ 272, 220, 163
214184196870076, 221511982162669, 82527872672513 @ -34, 487, 752
371814384897217, 299392530845048, 280095861671641 @ -99, -27, 12
281949605079934, 341564881235899, 268630063940694 @ -42, -61, 35
279206107080925, 143166107108486, 325279005263825 @ 93, 138, -44
145583170566208, 443646462502204, 307801968226856 @ 52, -886, -463
360534814208900, 264435497915576, 349137856289480 @ 58, -54, -53
199512092705913, 290332997872856, 381593173227439 @ 113, 81, -237
217027945793210, 379007597193126, 316126342707645 @ 110, -144, -60
149194856931199, 331441403831670, 219194222126415 @ 96, 508, 611
316486263045205, 275200353970126, 363995290174625 @ -21, 17, -124
258460108950925, 319513358189338, 256733436489689 @ 59, -46, 52
309304904159677, 254334512709110, 271225701277029 @ -87, 114, 29
240501491302595, 238361708389281, 236121351137910 @ -19, 255, 129
350820472256025, 358424698707394, 337365089660607 @ -11, -130, -63
239307751471879, 388870165915286, 154611177581264 @ -135, -144, 487
156235939357465, 380261095489522, 288052885673285 @ -66, 79, -129
350786272658010, 229577283672429, 462356597836031 @ -56, 75, -266
312017020539927, 78893353131978, 33381762671555 @ 68, 190, 301
252061457263717, 310743653477686, 245756821390385 @ 13, 11, 86
464001028255445, 159103831767034, 342021318513609 @ -41, 47, -46
394352779230277, 351913062923527, 330751764110930 @ 7, -135, -39
323060267594790, 329135158326151, 445971819821285 @ 74, -109, -164
164000949451165, 418417476135736, 290105958410243 @ -81, -394, -122
229908868805074, 264031822125085, 194145060381911 @ 182, -51, 98
263005085123839, 336247014087614, 322595765550705 @ 45, -72, -64
172796910542957, 334566547966196, 353962671991847 @ -13, 271, -521
340729356633837, 273944790822486, 278358985394473 @ 20, -29, 15
409488472137757, 190629534059512, 102091756594859 @ 11, 17, 185
182487506449951, 366847740706354, 271662256193384 @ -43, 20, 53
353003476213387, 224536455721969, 440422362736205 @ -75, 95, -244
170820021334739, 13130050684508, 298019118830315 @ 221, 382, -14
222593236061902, 275967250023047, 356510716117058 @ 102, 55, -137
363702680390623, 488832717875964, 45094216157207 @ -30, -303, 325
141268875529879, 389557744771156, 272572727959901 @ 130, -39, 90
257797705542580, 363539100857428, 182721303610352 @ -96, -78, 297
165888221933934, 354525704407420, 240229221766370 @ 98, 50, 211
338000032942021, 271773363347710, 296561970628769 @ 18, -23, -8
310823630075215, 392370674591486, 327866406581565 @ 72, -176, -42
149956959311023, 368669445665340, 289752499255115 @ 141, 42, -74
453562268577751, 527658052568353, 161748180224345 @ -55, -317, 136
309995477710058, 128552009423961, 503262404868056 @ -94, 381, -455
150581114969358, 366798824971719, 300773043490630 @ 100, 117, -199
143180813793725, 66992355732446, 49884466884705 @ 266, 178, 264
344187542791963, 323928694680668, 276449702796957 @ -108, -47, 18
267774448347595, 269816367301447, 288306901907783 @ -51, 129, -10
264052286320452, 246613700982805, 275209986029581 @ 52, 77, 20
214775509699831, 310450434971026, 241413605454879 @ 138, -34, 77
314799628211880, 402774107194901, 454176551277350 @ 14, -189, -239
245892489421369, 290494525521550, 201767378318381 @ 102, -16, 133
355462489558375, 342097166854324, 303064379901434 @ -11, -110, -17
186053548035502, 187021122949168, 171405311187746 @ 200, 122, 169
182630570079496, 368025477566461, 275464480989794 @ 8, -19, 27
293965952462497, 299668171498000, 397304210769059 @ 101, -75, -115
194886824650094, 400564836981978, 284447128819411 @ 76, -188, -6
264905294052227, 327591612365402, 236102044272991 @ -8, -30, 105
202644788832685, 324937861080301, 308687661351276 @ -81, 191, -141
201637933593806, 247779030004647, 293154134770640 @ 76, 253, -29
356291100636517, 441021655970764, 72876192035699 @ 47, -227, 227
195579376160159, 353807261910300, 286251484242519 @ -172, 135, -45
304864234487155, 311720028961726, 290063145842225 @ -54, -16, -8
375519703923893, 487199602692508, 411240113635961 @ -313, -397, -308
181896915274798, 372601419448594, 274455787491428 @ -32, -20, 35
337113969543925, 121701983990046, 412455601722165 @ 15, 172, -157
187074433747855, 326610761137164, 271595216479409 @ 54, 109, 40
438068916126535, 201696551885866, 309792504154019 @ -16, 6, -15
188733661942549, 451493928040146, 210653170425061 @ -57, -489, 407
201109741124822, 341402996775821, 237201477994397 @ 92, -29, 124
230524772023765, 344845804845966, 296509521514225 @ -9, -26, -39
296662386151235, 305765436147378, 298654928986084 @ -11, -20, -21
228450223923442, 345267200339134, 292562295620345 @ 20, -40, -24
416050512713335, 204598050811531, 282393773984600 @ -15, 17, 11
519294682629929, 505927981895917, 242011126463628 @ -125, -295, 53
208643654079177, 343697819232264, 277550172142625 @ -23, 33, 16
328092073215707, 211192629739530, 211611828698713 @ 76, 10, 84
496079682404176, 114761462575606, 227754030243044 @ -80, 96, 65
198326711767615, 176488625968138, 134640633848795 @ 164, 198, 261
169446196740838, 443716393932561, 316498653739741 @ -78, -599, -348
318204676826695, 433750467673411, 337136186218480 @ -63, -247, -93
406448201642503, 315745099487783, 512539561381779 @ -159, -51, -358
185436701819855, 303889362889651, 222518735451350 @ -43, 383, 343
470467202172515, 533022994347788, 328268573672883 @ -236, -387, -61
287753978104053, 431162823626782, 539837454095217 @ -119, -265, -651
379811059030321, 349486012017405, 345289551623794 @ -165, -95, -105
283083408757815, 292558773266306, 350618337650195 @ -14, 22, -125
172454688965955, 133931553087696, 234693888999445 @ 229, 138, 68
384736830234361, 149632620320434, 273738290851961 @ 13, 78, 20
245244415190875, 102335968863136, 385739063397815 @ 122, 225, -133
345933691852540, 270843543053091, 190468309844710 @ 30, -35, 117
