489,686
448,5
572,7
1248,103
445,674
711,113
1232,884
1121,278
845,732
786,630
114,712
691,662
140,147
1088,299
408,191
897,691
92,662
904,754
1309,621
102,768
7,10
33,429
903,803
2,749
1083,704
157,819
325,91
830,386
763,284
175,63
902,199
887,129
1285,297
1287,683
590,304
714,716
6,686
1136,834
452,889
653,315
135,145
683,329
251,473
1110,455
959,516
1091,838
407,220
654,800
549,239
765,355
113,250
771,93
194,270
864,803
517,417
345,291
253,724
365,145
522,624
692,495
830,834
1021,301
825,595
145,890
1125,481
48,119
82,7
965,666
540,630
542,121
731,290
85,763
957,297
1277,617
1089,239
619,612
62,175
427,190
401,724
1133,798
475,882
1062,140
246,784
1001,515
244,31
759,171
1246,282
249,236
919,816
907,25
755,403
557,725
15,332
840,861
1031,760
965,218
813,45
440,829
885,457
45,243
351,435
191,565
984,820
715,275
689,641
289,845
575,892
605,822
1136,508
137,278
870,513
59,621
79,539
89,276
1,621
753,725
1119,301
1,763
1159,539
1059,25
267,843
1072,236
1203,607
425,453
62,551
788,624
576,884
326,430
345,452
539,473
1195,337
981,432
23,683
455,394
1098,654
1118,441
1277,429
567,625
773,698
23,459
441,464
870,488
567,269
517,399
935,302
436,875
309,442
900,191
1277,277
1310,165
383,781
149,792
492,578
88,658
736,500
103,275
731,44
720,794
1278,600
981,462
1020,623
329,462
333,483
977,880
1181,863
509,890
846,831
246,527
570,754
841,481
78,884
1231,355
618,47
413,719
850,786
174,386
364,175
1193,196
162,421
221,239
373,875
718,7
1231,539
1218,662
333,868
885,9
30,149
1299,511
227,190
1197,698
1150,705
657,238
783,717
1159,383
212,688
241,719
618,495
1232,458
985,432
27,75
918,506
328,800
145,582
387,395
90,516
1019,773
334,574
1285,149
716,558
413,236
353,477
607,193
845,844
874,875
1099,648
264,63
99,491
263,312
303,67
463,565
433,239
902,527
132,355
1300,550
606,119
291,849
25,86
301,865
1046,831
805,102
408,598
1101,693
1215,864
947,691
64,730
1237,170
970,628
1136,60
947,730
334,544
1149,686
1009,198
691,282
691,457
378,142
599,614
648,320
507,400
1178,803
478,558
267,51
279,701
965,452
691,232
401,170
219,838
1292,413
296,373
246,127
446,91
894,86
115,480
1287,155
433,655
263,134
87,630
965,403
107,623
189,610
330,749
1121,271
965,603
135,749
1059,473
328,165
27,147
443,134
1210,320
1211,470
415,824
835,882
405,819
957,870
493,721
1246,164
935,591
895,824
264,455
99,470
408,296
803,400
1084,126
1135,63
835,46
830,60
653,721
1104,453
525,863
102,334
1235,45
870,121
375,591
60,336
348,880
895,600
517,477
427,526
100,551
37,301
477,880
0,94
383,390
266,718
212,240
634,329
291,493
976,320
751,30
1119,593
443,753
1099,645
79,450
189,278
358,745
870,355
1064,820
353,597
770,630
157,75
22,371
214,493
465,726
1205,655
740,469
125,49
1019,849
735,556
1148,421
832,336
803,338
848,441
946,175
301,149
115,305
528,215
6,208
6,320
691,410
238,658
16,346
735,892
689,725
661,320
1136,386
1153,810
363,730
326,464
321,819
885,885
1048,388
425,9
127,809
656,16
599,280
74,408
387,509
73,724
293,877
557,687
656,878
1304,320
1034,865
704,119
126,663
141,656
914,859
1230,647
340,266
33,501
1262,352
505,344
1283,105
1198,289
855,500
574,871
540,598
465,844
1210,343
825,96
290,623
174,508
132,539
867,93
1101,201
392,142
472,126
552,320
631,739
867,473
763,758
467,67
251,269
1273,301
619,282
1148,130
801,4
566,136
1098,94
1274,47
333,411
401,82
48,352
1230,522
907,269
870,829
631,683
406,660
440,488
800,798
244,765
657,768
662,94
33,465
785,415
83,450
1159,355
653,686
392,730
417,352
691,829
902,598
947,282
242,469
135,301
174,834
816,189
914,894
671,562
460,786
1079,765
125,525
213,430
480,60
1086,390
1111,809
375,302
1227,390
1072,684
343,494
443,473
904,234
485,45
1285,86
977,299
758,782
242,425
460,718
37,593
730,486
559,877
505,102
401,812
231,254
403,269
493,238
1181,479
189,29
545,355
264,439
547,60
900,695
689,393
1079,254
408,199
846,383
1223,630
1121,284
345,666
441,117
237,800
191,525
1066,255
552,768
639,494
798,705
1004,189
1169,861
686,745
1121,29
554,126
1277,465
977,432
711,399
12,628

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
